,Date/Time,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Heating:Gas [kW](Hourly),Cooling:Electricity [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly),Water Heater:WaterSystems:Electricity [kW](Hourly) ,TE,TE_scaled,Electricity_scaled,EFans_scaled,ECooling_scaled,EHeating_scaled,Gas_scaled,GHeating_scaled,ELights_scaled,EEquipment_scaled,EWaterheat_scaled
3609, 05/31  10:00:00,3.9251266825499997,0.0263902857602,0.0,0.0,2.14948108954,0.38551815172799997,2.53499924127,0.38551815172799997,0.08140700370689999,0.0184012419028,0.428929376422,0.382535159093,0.45608466015500004,3.9515169683102,7.388964816921768e-05,0.9933214798337344,0.09756206409328931,0.5439635225606002,0.0,0.006678520166265505,0.0,0.025258210052019923,0.2053551944791494,0.11542014467168972
3610, 05/31  11:00:00,4.11958467704,0.0263983710193,0.0,0.0,2.36355709112,0.413383115788,2.77694020691,0.413383115788,0.08140700370689999,0.0184012419028,0.44668315159599997,0.382652357364,0.39073071555399996,4.1459830480593,7.752598083050769e-05,0.9936327836575075,0.09970689966556935,0.5700836360694629,0.0,0.006367216342492489,0.0,0.024073481355988514,0.20003350215052254,0.09424320143732806
3611, 05/31  12:00:00,4.75991420156,0.0259536817678,0.0,0.0,2.9772967292900003,0.5076844947720001,3.4849812240599998,0.5076844947720001,0.08140700370689999,0.0184012419028,0.436348172812,0.376206452416,0.339800106661,4.7858678833278,8.94912249952129e-05,0.9945770166664624,0.10607992262815816,0.622101738257716,0.0,0.0054229833335376985,0.0,0.02085478497168615,0.16978208446970317,0.07100072859193175
3612, 05/31  13:00:00,5.011008940819999,0.026851145529900002,0.0,0.0,3.24446889952,0.545609684572,3.79007858409,0.545609684572,0.08140700370689999,0.0184012419028,0.398479236038,0.389215460584,0.310657414504,5.037860086349899,9.42032420185515e-05,0.9946701287710127,0.10830187325970633,0.6440172700132941,0.0,0.005329871228987339,0.0,0.019811635078975456,0.1563550164396708,0.06166455780416122
3613, 05/31  14:00:00,4.911588307180001,0.0283630889849,0.0,0.0,3.1676911335900004,0.5603962678459999,3.72808740144,0.5603962678459999,0.08140700370689999,0.0184012419028,0.368956064146,0.411131537407,0.280835058582,4.939951396164901,9.237244166301813e-05,0.994258427520781,0.11344165618330981,0.6412393320406385,0.0,0.005741572479219027,0.0,0.020204297088263958,0.1579140236397095,0.05684976147741544
3614, 05/31  15:00:00,4.56998784427,0.029939714512800003,0.0,0.0,2.83482386613,0.5141648647339999,3.3489887308599995,0.5141648647339999,0.08140700370689999,0.0184012419028,0.379202088662,0.43398520040399996,0.28523357873000005,4.5999275587828,8.601431593186261e-05,0.9934912639100947,0.11177673086444313,0.6162757630209574,0.0,0.00650873608990539,0.0,0.021697786396468938,0.17678262943801226,0.0620082762358711
3615, 05/31  16:00:00,4.73015373333,0.0354134349355,0.0,0.0,2.81978891681,0.511437885207,3.3312268020099998,0.511437885207,0.0868341341539,0.0196279938728,0.43448673302,0.5133284304,0.321879639874,4.7655671682655,8.911162073042891e-05,0.9925688939668457,0.10731941595802656,0.5917005924472793,0.0,0.007431106033154339,0.0,0.022339865176100013,0.19888821832826492,0.06754277686346259
3616, 05/31  17:00:00,5.19205221122,0.0430216637653,0.0,0.0,2.94230638247,0.5336544630510001,3.47596084552,0.5336544630510001,0.108542655193,0.024534993065,0.534863171049,0.623612004146,0.401768542247,5.2350738749853,9.78909542498923e-05,0.9917820331111524,0.10193828698405875,0.5620372229185137,0.0,0.008217966888847543,0.0,0.025420395477871588,0.22129108449271942,0.07674553441676658
3617, 05/31  18:00:00,5.00670831977,0.046708541922900006,0.0,0.0,2.59730037108,0.48276873641900003,3.0800691075,0.48276873641900003,0.189949620964,0.042936232071900005,0.487108527302,0.6770544160780001,0.47682041585,5.0534168616929005,9.449413907554515e-05,0.9907570376239944,0.09553313127175342,0.5139691504116091,0.0,0.009242962376005645,0.0,0.04608482921748968,0.23037144475550037,0.09435604243625859
3618, 05/31  19:00:00,4.84017632768,0.0482124001188,0.0,0.0,2.32111468592,0.442888861916,2.7640035478400002,0.442888861916,0.37989936754799997,0.0858724641437,0.398717754459,0.698853294629,0.490059899067,4.8883887277988,9.140826829496943e-05,0.990137363699284,0.0906001724857567,0.4748220354736761,0.0,0.009862636300716134,0.0,0.0952812588415883,0.22452613943045135,0.10024978093091828
