,Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly),Electricity:Facility [kW](Monthly),TE,TE_scaled,Electricity_scaled,EFans_scaled,ECooling_scaled,EHeating_scaled,Gas_scaled,GHeating_scaled,ELights_scaled,EEquipment_scaled,GWaterheat_scaled
51, 01/03  04:00:00,329.618823045,1.9398027407700003,4.29976894792,0.0,24.920363534099998,199.362908273,9.08406038132,6.89399993732,2.190060444,,338.70288342632,4.384143542345835e-05,0.014450962344883713,8.504373659371548e-05,0.0001885080426660261,0.0,0.00039825824659043727,0.00030224285306134073,0.0010925445086093514,0.00874035606888358,9.601539352909654e-05
52, 01/03  05:00:00,331.741186083,1.55184219262,3.7683913639399997,0.0,24.920363534099998,199.362908273,8.52285114824,6.332484458480001,2.19036668976,,340.26403723124,4.404350994680494e-05,0.014611046229011479,6.834857704653056e-05,0.00016597318252114523,0.0,0.0003753762793226463,0.0002789048422350516,0.0010975802791921283,0.008780642233545835,9.647143708759476e-05
53, 01/03  06:00:00,388.550370644,1.9398027407700003,4.23546312374,0.0,49.840727068199996,199.362908273,13.444124195399999,9.07811744959,4.36600674577,,401.9944948394,5.203385193477744e-05,0.02021777245529279,0.00010093540859590166,0.00022038746105589708,0.0,0.0006995495677762024,0.00047236941921848544,0.0025934050125883726,0.010373620050363897,0.00022718014855563565
54, 01/03  07:00:00,715.331275388,28.716900177600003,206.40558376799999,0.0,49.840727068199996,199.362908273,1080.21038578,1075.84606358,4.36432219583,,1795.541661168,0.00023241350351642414,0.1662526478877971,0.006674195380407439,0.04797144486887364,0.0,0.2510554802939579,0.2500411528809814,0.011583657995726235,0.04633463198295142,0.0010143274120073436
55, 01/03  08:00:00,517.823124517,28.716900177600003,0.0,0.0,149.522181205,199.362908273,920.7230524189999,911.970435495,8.75261692386,,1438.546176936,0.00018620428820034557,0.09642088631436689,0.005347209956890386,0.0,0.0,0.17144258060532935,0.16981280580110564,0.027841671321440116,0.03712222842852475,0.0016297748041976495
56, 01/03  09:00:00,1048.5314895,28.716900177600003,0.0,0.0,448.566543614,448.566543614,490.58369530699997,475.174598806,15.4090965001,,1539.1151848069999,0.0001992218616546231,0.20889039534168488,0.00572103431433145,0.0,0.0,0.09773499707646492,0.09466516818511997,0.08936426189476078,0.08936426189476078,0.0030698288911656596
57, 01/03  10:00:00,1153.00825678,28.716900177600003,70.4501186576,0.0,448.566543614,448.566543614,400.622391516,382.995187863,17.6272036537,,1553.630648296,0.000201100731857194,0.23187080427584547,0.005774989642385345,0.014167570421469518,0.0,0.0805654561322469,0.07702061257703281,0.09020706020742733,0.09020706020742733,0.0035448435553548743
58, 01/03  11:00:00,1050.97544706,28.716900177600003,20.2413875735,0.0,448.566543614,448.566543614,345.99498072,328.358673763,17.6363069571,,1396.9704277800001,0.00018082275585740883,0.19004027667586149,0.005192669029795745,0.0036601034834181792,0.0,0.06256376592662144,0.059374720299509506,0.08111103860171605,0.08111103860171605,0.0031890456271300143
59, 01/03  12:00:00,1064.79381819,28.716900177600003,27.064595766300002,0.0,448.566543614,448.566543614,326.57790609299997,304.458530075,22.1193760186,,1391.3717242829998,0.0001800980640705076,0.191767305290263,0.005171858128091776,0.004874281302361486,0.0,0.05881604865554932,0.05483239185625991,0.0807859661116803,0.0807859661116803,0.003983656799397472
60, 01/03  13:00:00,1007.17669337,28.716900177600003,24.1572915992,0.0,448.566543614,398.725816546,361.43056252300005,334.771005995,26.659556528200003,,1368.607255893,0.00017715144914720523,0.17842281077778585,0.005087240481477476,0.0042794992142698865,0.0,0.06402794791703902,0.059305168844481976,0.07946421324017314,0.0706348562135266,0.004722779072592466
